year,city,state,lat,long,total_pop,violent_crime,homs_sum,rape_sum,rob_sum,agg_ass_sum
2005,San Jose,California,37.3382082,-121.8863286,910528,3492,26,263,884,2319
2005,Seattle,Washington,47.6062095,-122.3320708,579215,4109,25,138,1607,2339
2005,St. Louis,Missouri,38.6270025,-90.1994042,346005,8323,131,276,2965,4951
2005,Tampa,Florida,27.950575,-82.4571776,329035,4707,20,210,1160,3317
2005,Tucson,Arizona,32.2217429,-110.926479,529447,5048,55,378,1685,2930
2005,Tulsa,Oklahoma,36.1539816,-95.992775,386414,4995,58,303,1096,3538
2005,Virginia Beach,Virginia,36.8529263,-75.977985,446448,1139,19,100,621,399
2005,Washington,District of Columbia,38.9071923,-77.0368707,550521,7716,195,165,3502,3854
2005,Wichita,Kansas,37.688889,-97.336111,355011,2644,12,186,496,1950
2006,Albuquerque,New Mexico,35.0853336,-106.6055534,500955,4550,34,286,1171,3059
2006,Arlington,Texas,32.735687,-97.1080656,373086,2728,14,192,890,1632
2006,Atlanta,Georgia,33.7489954,-84.3879824,485804,7548,110,171,2959,4308
2006,Aurora,Colorado,39.7294319,-104.8319195,302855,1857,18,217,600,1022
2006,Aurora,Illinois,41.7605849,-88.3200715,302855,1857,18,217,600,1022
2006,Austin,Texas,30.267153,-97.7430608,709813,3658,20,319,1358,1961
2006,Baltimore,Maryland,39.2903848,-76.6121893,637556,10816,276,138,4229,6173
2006,Boston,Massachusetts,42.3600825,-71.0588801,562393,7533,75,275,2698,4485
2006,Buffalo,New York,42.8864468,-78.8783689,280494,3957,74,174,1708,2001
2006,Chicago,Illinois,41.8781136,-87.6297982,2857796,35363,468,1587,15863,17445
2006,Cincinnati,Ohio,39.1031182,-84.5120196,309104,3777,90,296,2341,1050
2006,Cleveland,Ohio,41.49932,-81.6943605,452759,7030,77,455,4297,2201
2006,Columbus,Georgia,32.4609764,-84.9877094,731547,5952,85,598,3654,1615
2006,Columbus,Ohio,39.9611755,-82.9987942,731547,5952,85,598,3654,1615
2006,Dallas,Texas,32.7766642,-96.7969879,1248223,15058,187,665,6914,7292
2006,Denver,Colorado,39.7392358,-104.990251,568465,4324,51,342,1280,2651
2006,Detroit,Michigan,42.331427,-83.0457538,884462,21391,421,592,7235,13143
2006,El Paso,Texas,31.7775757,-106.4424559,615553,2422,13,300,503,1606
2006,Fort Worth,Texas,32.7554883,-97.3307658,641752,4219,50,251,1419,2499
2006,Fresno,California,36.7468422,-119.7725868,465269,3524,52,133,1282,2057
2006,Honolulu,Hawaii,21.3069444,-157.8583333,912693,2745,17,229,956,1543
2006,Houston,Texas,29.7604267,-95.3698028,2073729,24250,377,854,11371,11648
2006,Indianapolis,Indiana,39.768403,-86.158068,800969,7689,140,549,3249,3751
2006,Jacksonville,Florida,30.3321838,-81.655651,795822,6663,110,218,2304,4031
2006,Kansas City,Missouri,39.0997265,-94.5785667,448218,6471,112,321,2044,3994
2006,Las Vegas,Nevada,36.1699412,-115.1398296,1315625,12931,152,718,5381,6680
2006,Long Beach,California,33.7700504,-118.1937395,478283,3420,41,134,1440,1805
2006,Los Angeles,California,34.0522342,-118.2436849,3879455,30526,480,1059,14353,14634
2006,Louisville,Kentucky,38.2526647,-85.7584557,626018,3836,50,175,1738,1873
2006,Memphis,Tennessee,35.1495343,-90.0489801,680828,13557,149,434,5313,7661
2006,Mesa,Arizona,33.4151843,-111.8314724,459705,2084,26,203,508,1347
2006,Miami,Florida,25.7616798,-80.1917902,392934,5931,77,101,2111,3642
2006,Milwaukee,Wisconsin,43.0389025,-87.9064736,581005,7802,103,220,3606,3873
2006,Minneapolis,Minnesota,44.977753,-93.2650108,375302,6374,57,453,3028,2836
2006,Nashville,Tennessee,36.1626638,-86.7816016,560813,8565,80,320,2425,5740
2006,New Orleans,Louisiana,29.9510658,-90.0715323,431153,2255,162,87,761,1245
2006,New York,New York,40.7127837,-74.0059413,8165001,52086,596,1071,23511,26908
2006,Newark,New Jersey,40.735657,-74.1723667,280877,2839,105,87,1288,1359
2006,Oakland,California,37.8043637,-122.2711137,398834,7599,145,306,3534,3614
2006,Oklahoma City,Oklahoma,35.4675602,-97.5164276,536016,4301,55,327,1179,2740
2006,Omaha,Nebraska,41.2523634,-95.9979883,416770,2505,33,187,848,1437
2006,Orlando,Florida,28.5383355,-81.3792365,216819,4300,49,163,1528,2560
2006,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1464576,22884,407,960,10971,10546
2006,Phoenix,Arizona,33.4483771,-112.0740373,1517443,11195,235,550,4363,6047
2006,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,324604,3473,56,102,1722,1593
2006,Portland,Oregon,45.5230622,-122.6764816,542174,3872,20,293,1297,2262
2006,Raleigh,North Carolina,35.7795897,-78.6381787,348345,2223,19,97,782,1325
2006,Sacramento,California,38.5815719,-121.4943996,460552,5556,57,196,2188,3115
2006,Salt Lake City,Utah,40.7607793,-111.8910474,183901,1504,8,95,508,893
2006,San Antonio,Texas,29.4241219,-98.4936282,1292116,7977,119,514,2321,5023
2006,San Diego,California,32.715738,-117.1610838,1266847,6391,68,348,2164,3811
2006,San Francisco,California,37.7749295,-122.4194155,746085,6533,86,154,3858,2435
2006,San Jose,California,37.3382082,-121.8863286,920548,3561,29,217,1030,2285
2006,Seattle,Washington,47.6062095,-122.3320708,583772,4152,30,129,1667,2326
2006,St. Louis,Missouri,38.6270025,-90.1994042,346879,8605,129,337,3147,4992
2006,Tampa,Florida,27.950575,-82.4571776,331487,3839,25,133,1211,2470
2006,Tucson,Arizona,32.2217429,-110.926479,535232,4580,51,294,1675,2560
2006,Tulsa,Oklahoma,36.1539816,-95.992775,385834,4816,53,289,997,3477
2006,Virginia Beach,Virginia,36.8529263,-75.977985,442784,1255,19,116,676,444
2006,Washington,District of Columbia,38.9071923,-77.0368707,581530,8408,169,182,3604,4453
2006,Wichita,Kansas,37.688889,-97.336111,357372,3325,26,245,520,2534
2007,Albuquerque,New Mexico,35.0853336,-106.6055534,513124,5080,47,307,1439,3287
2007,Arlington,Texas,32.735687,-97.1080656,372073,2588,13,156,742,1677
2007,Atlanta,Georgia,33.7489954,-84.3879824,497290,8075,129,148,3577,4221
2007,Aurora,Colorado,39.7294319,-104.8319195,307621,1685,14,191,584,896
2007,Aurora,Illinois,41.7605849,-88.3200715,307621,1685,14,191,584,896
2007,Austin,Texas,30.267153,-97.7430608,716817,3871,30,328,1457,2056
2007,Baltimore,Maryland,39.2903848,-76.6121893,624237,10182,282,146,3895,5859
2007,Boston,Massachusetts,42.3600825,-71.0588801,591855,6837,65,263,2242,4267
2007,Buffalo,New York,42.8864468,-78.8783689,273832,3490,54,164,1533,1739
2007,Chicago,Illinois,41.8781136,-87.6297982,2824434,34936,443,1644,15425,17424
2007,Cincinnati,Ohio,39.1031182,-84.5120196,332388,3595,62,318,1962,1253
2007,Cleveland,Ohio,41.49932,-81.6943605,439888,6460,90,385,4025,1960
2007,Columbus,Georgia,32.4609764,-84.9877094,735981,6302,79,683,3855,1685
2007,Columbus,Ohio,39.9611755,-82.9987942,735981,6302,79,683,3855,1685
2007,Dallas,Texas,32.7766642,-96.7969879,1239104,13248,200,511,7222,5315
2007,Denver,Colorado,39.7392358,-104.990251,573387,3528,47,294,1039,2148
2007,Detroit,Michigan,42.331427,-83.0457538,860971,19690,392,335,6567,12396
2007,El Paso,Texas,31.7775757,-106.4424559,616029,2574,17,258,472,1827
2007,Fort Worth,Texas,32.7554883,-97.3307658,670693,4477,58,336,1623,2460
2007,Fresno,California,36.7468422,-119.7725868,472170,3043,52,99,1104,1788
2007,Honolulu,Hawaii,21.3069444,-157.8583333,905903,2613,19,226,943,1425
2007,Houston,Texas,29.7604267,-95.3698028,2169544,24564,351,694,11479,12040
2007,Indianapolis,Indiana,39.768403,-86.158068,797268,9841,114,505,4046,5176
2007,Jacksonville,Florida,30.3321838,-81.655651,797350,8146,123,249,3114,4660
2007,Kansas City,Missouri,39.0997265,-94.5785667,447725,8380,90,467,2358,5465
2007,Las Vegas,Nevada,36.1699412,-115.1398296,1341156,13641,119,723,5251,7548
2007,Long Beach,California,33.7700504,-118.1937395,473959,3426,42,138,1506,1740
2007,Los Angeles,California,34.0522342,-118.2436849,3870487,27806,395,1004,13481,12926
2007,Louisville,Kentucky,38.2526647,-85.7584557,624030,4238,71,194,1910,2063
2007,Memphis,Tennessee,35.1495343,-90.0489801,669264,13065,131,450,4871,7613
2007,Mesa,Arizona,33.4151843,-111.8314724,454576,2224,22,175,620,1407
2007,Miami,Florida,25.7616798,-80.1917902,410252,6119,78,57,2537,3447
2007,Milwaukee,Wisconsin,43.0389025,-87.9064736,572938,8057,105,236,3535,4181
2007,Minneapolis,Minnesota,44.977753,-93.2650108,371240,5580,47,452,2520,2561
2007,Nashville,Tennessee,36.1626638,-86.7816016,564169,8513,73,290,2516,5634
2007,New Orleans,Louisiana,29.9510658,-90.0715323,220614,3451,209,115,1154,1973
2007,New York,New York,40.7127837,-74.0059413,8220196,50453,496,875,21787,27295
2007,Newark,New Jersey,40.735657,-74.1723667,280158,2415,104,60,1104,1147
2007,Oakland,California,37.8043637,-122.2711137,396541,7605,120,299,3470,3716
2007,Oklahoma City,Oklahoma,35.4675602,-97.5164276,542199,4612,58,326,1397,2831
2007,Omaha,Nebraska,41.2523634,-95.9979883,431810,2578,42,189,818,1529
2007,Orlando,Florida,28.5383355,-81.3792365,224417,4269,39,162,1534,2534
2007,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1435533,21180,392,956,10258,9574
2007,Phoenix,Arizona,33.4483771,-112.0740373,1541698,11158,212,509,4942,5495
2007,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,312179,3455,52,129,1596,1678
2007,Portland,Oregon,45.5230622,-122.6764816,538133,3701,22,280,1289,2110
2007,Raleigh,North Carolina,35.7795897,-78.6381787,367120,2098,23,99,835,1141
2007,Sacramento,California,38.5815719,-121.4943996,460546,5128,44,194,2009,2881
2007,Salt Lake City,Utah,40.7607793,-111.8910474,178449,1504,17,115,504,868
2007,San Antonio,Texas,29.4241219,-98.4936282,1316882,7327,122,635,2445,4125
2007,San Diego,California,32.715738,-117.1610838,1261196,6332,59,296,2095,3882
2007,San Francisco,California,37.7749295,-122.4194155,733799,6414,100,125,3771,2418
2007,San Jose,California,37.3382082,-121.8863286,934553,3759,33,217,1068,2441
2007,Seattle,Washington,47.6062095,-122.3320708,585118,3667,24,90,1522,2031
2007,St. Louis,Missouri,38.6270025,-90.1994042,348197,7654,138,255,2761,4500
2007,Tampa,Florida,27.950575,-82.4571776,337220,3575,28,80,1205,2262
2007,Tucson,Arizona,32.2217429,-110.926479,523299,4103,49,277,1432,2345
2007,Tulsa,Oklahoma,36.1539816,-95.992775,381469,4552,55,299,1023,3175
2007,Virginia Beach,Virginia,36.8529263,-75.977985,435943,1084,16,85,552,431
2007,Washington,District of Columbia,38.9071923,-77.0368707,588292,7924,181,192,3985,3566
2007,Wichita,Kansas,37.688889,-97.336111,358294,3391,40,278,557,2516
2008,Albuquerque,New Mexico,35.0853336,-106.6055534,527464,4718,38,370,1350,2960
2008,Arlington,Texas,32.735687,-97.1080656,375836,2262,23,141,694,1404
2008,Atlanta,Georgia,33.7489954,-84.3879824,533016,7403,105,126,3308,3864
2008,Aurora,Colorado,39.7294319,-104.8319195,316323,1621,18,187,555,861
2008,Aurora,Illinois,41.7605849,-88.3200715,316323,1621,18,187,555,861
2008,Austin,Texas,30.267153,-97.7430608,753535,3935,23,273,1333,2306
2008,Baltimore,Maryland,39.2903848,-76.6121893,634549,10080,234,137,4026,5683
2008,Boston,Massachusetts,42.3600825,-71.0588801,604465,6676,62,237,2398,3979
2008,Buffalo,New York,42.8864468,-78.8783689,270289,3716,37,174,1539,1966
2008,Chicago,Illinois,41.8781136,-87.6297982,2829304,35789,510,1594,16653,17032
2008,Cincinnati,Ohio,39.1031182,-84.5120196,332608,4214,75,276,2419,1444
2008,Cleveland,Ohio,41.49932,-81.6943605,433452,6154,55,428,3805,1866
2008,Columbus,Georgia,32.4609764,-84.9877094,751887,5854,100,644,3601,1509
2008,Columbus,Ohio,39.9611755,-82.9987942,751887,5854,100,644,3601,1509
2008,Dallas,Texas,32.7766642,-96.7969879,1276214,11420,170,499,6466,4285
2008,Denver,Colorado,39.7392358,-104.990251,592881,3359,40,282,956,2081
2008,Detroit,Michigan,42.331427,-83.0457538,905783,17982,323,334,6325,11000
2008,El Paso,Texas,31.7775757,-106.4424559,612374,2825,17,181,456,2171
2008,Fort Worth,Texas,32.7554883,-97.3307658,701345,4627,49,373,1706,2499
2008,Fresno,California,36.7468422,-119.7725868,475723,2782,40,80,984,1678
2008,Honolulu,Hawaii,21.3069444,-157.8583333,906349,2575,18,203,928,1426
2008,Houston,Texas,29.7604267,-95.3698028,2238895,24779,294,750,10603,13132
2008,Indianapolis,Indiana,39.768403,-86.158068,808329,9735,114,475,4023,5123
2008,Jacksonville,Florida,30.3321838,-81.655651,806080,8032,115,262,2938,4717
2008,Kansas City,Missouri,39.0997265,-94.5785667,451454,6269,115,248,2090,3816
2008,Las Vegas,Nevada,36.1699412,-115.1398296,1353175,13324,120,729,4932,7543
2008,Long Beach,California,33.7700504,-118.1937395,467055,3158,40,120,1487,1511
2008,Los Angeles,California,34.0522342,-118.2436849,3850920,26553,384,949,13422,11798
2008,Louisville,Kentucky,38.2526647,-85.7584557,629679,4306,71,220,1762,2253
2008,Memphis,Tennessee,35.1495343,-90.0489801,672046,12939,138,366,4788,7647
2008,Mesa,Arizona,33.4151843,-111.8314724,456821,2289,16,161,656,1456
2008,Miami,Florida,25.7616798,-80.1917902,427740,5709,63,42,2415,3189
2008,Milwaukee,Wisconsin,43.0389025,-87.9064736,602131,7404,71,205,3244,3884
2008,Minneapolis,Minnesota,44.977753,-93.2650108,376753,4779,37,367,2005,2370
2008,Nashville,Tennessee,36.1626638,-86.7816016,602181,8365,76,291,2377,5621
2008,New Orleans,Louisiana,29.9510658,-90.0715323,281440,2869,179,65,1085,1540
2008,New York,New York,40.7127837,-74.0059413,8345075,48430,523,890,22186,24831
2008,Newark,New Jersey,40.735657,-74.1723667,279788,2660,67,51,1387,1155
2008,Oakland,California,37.8043637,-122.2711137,401587,7905,115,338,3323,4129
2008,Oklahoma City,Oklahoma,35.4675602,-97.5164276,552452,5400,57,318,1524,3501
2008,Omaha,Nebraska,41.2523634,-95.9979883,437238,2648,44,180,949,1475
2008,Orlando,Florida,28.5383355,-81.3792365,229808,3829,43,131,1320,2335
2008,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1441117,20771,331,1038,9618,9784
2008,Phoenix,Arizona,33.4483771,-112.0740373,1585838,10465,167,481,4825,4992
2008,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,309757,3358,72,136,1541,1609
2008,Portland,Oregon,45.5230622,-122.6764816,553023,3445,26,250,1132,2037
2008,Raleigh,North Carolina,35.7795897,-78.6381787,388661,2245,34,95,1025,1091
2008,Sacramento,California,38.5815719,-121.4943996,467065,4660,49,168,1761,2682
2008,Salt Lake City,Utah,40.7607793,-111.8910474,180514,1424,12,76,486,850
2008,San Antonio,Texas,29.4241219,-98.4936282,1351244,9699,116,424,2743,6416
2008,San Diego,California,32.715738,-117.1610838,1271655,6047,55,376,2019,3597
2008,San Francisco,California,37.7749295,-122.4194155,798144,6744,98,166,4108,2372
2008,San Jose,California,37.3382082,-121.8863286,945197,3643,31,220,1124,2268
2008,Seattle,Washington,47.6062095,-122.3320708,598077,3447,29,126,1612,1680
2008,St. Louis,Missouri,38.6270025,-90.1994042,356204,7383,167,237,2634,4345
2008,Tampa,Florida,27.950575,-82.4571776,336911,2975,27,83,1056,1809
2008,Tucson,Arizona,32.2217429,-110.926479,528917,4252,65,246,1451,2490
2008,Tulsa,Oklahoma,36.1539816,-95.992775,382954,4922,50,252,1096,3524
2008,Virginia Beach,Virginia,36.8529263,-75.977985,434163,1040,14,73,529,424
2008,Washington,District of Columbia,38.9071923,-77.0368707,591833,8135,186,186,4154,3609
2008,Wichita,Kansas,37.688889,-97.336111,362602,3097,30,282,482,2303
2009,Albuquerque,New Mexico,35.0853336,-106.6055534,530636,4082,56,326,1103,2597
2009,Arlington,Texas,32.735687,-97.1080656,379104,2330,12,152,672,1494
2009,Atlanta,Georgia,33.7489954,-84.3879824,552901,6359,80,135,2725,3419
2009,Aurora,Colorado,39.7294319,-104.8319195,324014,1520,19,214,553,734
2009,Aurora,Illinois,41.7605849,-88.3200715,324014,1520,19,214,553,734
2009,Austin,Texas,30.267153,-97.7430608,768970,4024,22,265,1415,2322
2009,Baltimore,Maryland,39.2903848,-76.6121893,638755,9664,238,158,3707,5561
2009,Boston,Massachusetts,42.3600825,-71.0588801,624222,6192,50,269,2277,3596
2009,Buffalo,New York,42.8864468,-78.8783689,268655,3920,60,141,1636,2083
2009,Chicago,Illinois,41.8781136,-87.6297982,2848431,33501,458,1439,15877,15727
2009,Cincinnati,Ohio,39.1031182,-84.5120196,333568,3983,55,241,2272,1415
2009,Cleveland,Ohio,41.49932,-81.6943605,429238,5994,83,380,3555,1976
2009,Columbus,Georgia,32.4609764,-84.9877094,759391,5375,82,599,3399,1295
2009,Columbus,Ohio,39.9611755,-82.9987942,759391,5375,82,599,3399,1295
2009,Dallas,Texas,32.7766642,-96.7969879,1290266,10221,166,485,5501,4069
2009,Denver,Colorado,39.7392358,-104.990251,604680,3473,35,341,931,2166
2009,Detroit,Michigan,42.331427,-83.0457538,908441,18094,363,334,6007,11390
2009,El Paso,Texas,31.7775757,-106.4424559,618812,2830,12,182,452,2184
2009,Fort Worth,Texas,32.7554883,-97.3307658,723456,4245,44,379,1449,2373
2009,Fresno,California,36.7468422,-119.7725868,481370,2933,42,86,1085,1720
2009,Honolulu,Hawaii,21.3069444,-157.8583333,907124,2537,14,243,869,1411
2009,Houston,Texas,29.7604267,-95.3698028,2273771,25593,287,823,11367,13116
2009,Indianapolis,Indiana,39.768403,-86.158068,813471,9759,99,460,3929,5271
2009,Jacksonville,Florida,30.3321838,-81.655651,810064,6772,99,218,2359,4096
2009,Kansas City,Missouri,39.0997265,-94.5785667,484684,6303,100,276,1970,3957
2009,Las Vegas,Nevada,36.1699412,-115.1398296,1377282,13039,111,698,4495,7735
2009,Long Beach,California,33.7700504,-118.1937395,463969,3161,40,131,1381,1609
2009,Los Angeles,California,34.0522342,-118.2436849,3848776,24070,312,903,12217,10638
2009,Louisville,Kentucky,38.2526647,-85.7584557,631260,3769,62,230,1570,1907
2009,Memphis,Tennessee,35.1495343,-90.0489801,667421,12072,132,387,4139,7414
2009,Mesa,Arizona,33.4151843,-111.8314724,470833,2000,14,123,611,1252
2009,Miami,Florida,25.7616798,-80.1917902,419205,4983,59,65,2094,2765
2009,Milwaukee,Wisconsin,43.0389025,-87.9064736,604673,6661,72,203,3177,3209
2009,Minneapolis,Minnesota,44.977753,-93.2650108,382618,4242,18,413,1663,2148
2009,Nashville,Tennessee,36.1626638,-86.7816016,610176,6959,79,259,1971,4650
2009,New Orleans,Louisiana,29.9510658,-90.0715323,336425,2614,174,98,932,1410
2009,New York,New York,40.7127837,-74.0059413,8400907,46357,471,832,18597,26457
2009,Newark,New Jersey,40.735657,-74.1723667,279203,2597,80,68,1319,1130
2009,Oakland,California,37.8043637,-122.2711137,404553,6793,104,326,2898,3465
2009,Oklahoma City,Oklahoma,35.4675602,-97.5164276,556939,5181,65,294,1249,3573
2009,Omaha,Nebraska,41.2523634,-95.9979883,443037,2363,30,192,892,1249
2009,Orlando,Florida,28.5383355,-81.3792365,235109,2814,28,117,767,1902
2009,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1547605,19163,302,896,9037,8928
2009,Phoenix,Arizona,33.4483771,-112.0740373,1597397,8730,122,522,3757,4329
2009,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,312232,3087,39,116,1367,1565
2009,Portland,Oregon,45.5230622,-122.6764816,560908,3105,19,252,1037,1797
2009,Raleigh,North Carolina,35.7795897,-78.6381787,406005,2001,14,99,832,1056
2009,Sacramento,California,38.5815719,-121.4943996,470308,4165,30,179,1606,2350
2009,Salt Lake City,Utah,40.7607793,-111.8910474,180724,1284,3,103,411,767
2009,San Antonio,Texas,29.4241219,-98.4936282,1373936,7844,99,628,2683,4434
2009,San Diego,California,32.715738,-117.1610838,1314773,5931,41,318,1905,3667
2009,San Francisco,California,37.7749295,-122.4194155,809755,5957,45,179,3423,2310
2009,San Jose,California,37.3382082,-121.8863286,954009,3439,28,258,1025,2128
2009,Seattle,Washington,47.6062095,-122.3320708,602531,3861,22,102,1792,1945
2009,St. Louis,Missouri,38.6270025,-90.1994042,355208,7353,143,250,2721,4239
2009,Tampa,Florida,27.950575,-82.4571776,345233,2597,20,80,909,1588
2009,Tucson,Arizona,32.2217429,-110.926479,547981,3560,35,204,1246,2075
2009,Tulsa,Oklahoma,36.1539816,-95.992775,384851,4295,68,254,1117,2856
2009,Virginia Beach,Virginia,36.8529263,-75.977985,436175,896,19,66,448,363
2009,Washington,District of Columbia,38.9071923,-77.0368707,599657,7587,144,150,3998,3295
2009,Wichita,Kansas,37.688889,-97.336111,367635,3255,25,262,527,2441
2010,Albuquerque,New Mexico,35.0853336,-106.6055534,545852,4291,42,338,940,2971
2010,Arlington,Texas,32.735687,-97.1080656,365438,1925,16,119,532,1258
2010,Atlanta,Georgia,33.7489954,-84.3879824,420003,5749,93,89,2162,3405
2010,Aurora,Colorado,39.7294319,-104.8319195,325078,1449,24,181,507,737
2010,Aurora,Illinois,41.7605849,-88.3200715,325078,1449,24,181,507,737
2010,Austin,Texas,30.267153,-97.7430608,790390,3790,38,265,1231,2256
2010,Baltimore,Maryland,39.2903848,-76.6121893,620961,9316,223,265,3336,5492
2010,Boston,Massachusetts,42.3600825,-71.0588801,617594,5819,73,256,1926,3564
2010,Buffalo,New York,42.8864468,-78.8783689,261310,3599,55,157,1466,1921
2010,Chicago,Illinois,41.8781136,-87.6297982,2695598,29774,432,1372,14213,13757
2010,Cincinnati,Ohio,39.1031182,-84.5120196,296943,3615,68,236,2117,1194
2010,Cleveland,Ohio,41.49932,-81.6943605,396815,5529,81,344,3181,1923
2010,Columbus,Georgia,32.4609764,-84.9877094,787033,5472,95,574,3369,1434
2010,Columbus,Ohio,39.9611755,-82.9987942,787033,5472,95,574,3369,1434
2010,Dallas,Texas,32.7766642,-96.7969879,1197816,9161,148,505,4487,4021
2010,Denver,Colorado,39.7392358,-104.990251,600158,3387,28,371,943,2045
2010,Detroit,Michigan,42.331427,-83.0457538,713777,16973,310,403,5539,10721
2010,El Paso,Texas,31.7775757,-106.4424559,649121,2861,5,179,479,2198
2010,Fort Worth,Texas,32.7554883,-97.3307658,741206,4301,63,325,1330,2583
2010,Fresno,California,36.7468422,-119.7725868,494665,3034,45,70,1021,1898
2010,Honolulu,Hawaii,21.3069444,-157.8583333,953297,2548,19,218,891,1420
2010,Houston,Texas,29.7604267,-95.3698028,2099451,22491,269,712,9449,12061
2010,Indianapolis,Indiana,39.768403,-86.158068,831388,9646,92,461,3367,5726
2010,Jacksonville,Florida,30.3321838,-81.655651,823209,5469,80,316,1693,3380
2010,Kansas City,Missouri,39.0997265,-94.5785667,459787,5643,102,241,1671,3629
2010,Las Vegas,Nevada,36.1699412,-115.1398296,1446280,12648,107,652,4003,7886
2010,Long Beach,California,33.7700504,-118.1937395,462257,2720,32,134,1202,1352
2010,Los Angeles,California,34.0522342,-118.2436849,3792621,21484,293,923,10924,9344
2010,Louisville,Kentucky,38.2526647,-85.7584557,660582,3734,52,229,1603,1850
2010,Memphis,Tennessee,35.1495343,-90.0489801,646889,10401,89,433,3237,6642
2010,Mesa,Arizona,33.4151843,-111.8314724,439041,1790,15,124,511,1140
2010,Miami,Florida,25.7616798,-80.1917902,399457,4879,68,46,1856,2909
2010,Milwaukee,Wisconsin,43.0389025,-87.9064736,594833,6336,95,196,2943,3102
2010,Minneapolis,Minnesota,44.977753,-93.2650108,382578,4064,37,438,1596,1993
2010,Nashville,Tennessee,36.1626638,-86.7816016,605009,6802,55,332,1802,4613
2010,New Orleans,Louisiana,29.9510658,-90.0715323,343829,2593,175,144,953,1321
2010,New York,New York,40.7127837,-74.0059413,8175133,48489,536,1036,19608,27309
2010,Newark,New Jersey,40.735657,-74.1723667,277140,2885,90,79,1604,1112
2010,Oakland,California,37.8043637,-122.2711137,390724,6267,90,318,2917,2942
2010,Oklahoma City,Oklahoma,35.4675602,-97.5164276,579999,5304,54,340,1112,3798
2010,Omaha,Nebraska,41.2523634,-95.9979883,408958,2274,34,205,723,1312
2010,Orlando,Florida,28.5383355,-81.3792365,238300,2574,18,113,672,1771
2010,Philadelphia,Pennsylvania,39.9525839,-75.1652215,1526006,18535,306,945,8363,8921
2010,Phoenix,Arizona,33.4483771,-112.0740373,1445632,8001,116,522,3250,4113
2010,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,307630,2810,55,66,1190,1499
2010,Portland,Oregon,45.5230622,-122.6764816,583776,3051,22,230,1005,1794
2010,Raleigh,North Carolina,35.7795897,-78.6381787,403892,1740,14,99,643,984
2010,Sacramento,California,38.5815719,-121.4943996,466488,4112,33,165,1491,2423
2010,Salt Lake City,Utah,40.7607793,-111.8910474,186440,1294,8,147,359,780
2010,San Antonio,Texas,29.4241219,-98.4936282,1327407,8434,79,467,2360,5528
2010,San Diego,California,32.715738,-117.1610838,1307402,5616,29,300,1636,3651
2010,San Francisco,California,37.7749295,-122.4194155,805235,5747,48,133,3180,2386
2010,San Jose,California,37.3382082,-121.8863286,945942,3215,20,253,976,1966
2010,Seattle,Washington,47.6062095,-122.3320708,608660,3515,19,96,1429,1971
2010,St. Louis,Missouri,38.6270025,-90.1994042,319294,6205,144,188,2125,3748
2010,Tampa,Florida,27.950575,-82.4571776,335709,2170,27,47,684,1412
2010,Tucson,Arizona,32.2217429,-110.926479,520116,3331,51,158,1088,2034
2010,Tulsa,Oklahoma,36.1539816,-95.992775,391906,4304,54,252,1381,2617
2010,Virginia Beach,Virginia,36.8529263,-75.977985,437994,831,14,53,429,335
2010,Washington,District of Columbia,38.9071923,-77.0368707,601723,7468,132,184,3914,3238
2010,Wichita,Kansas,37.688889,-97.336111,382368,3038,16,251,481,2290
2011,Albuquerque,New Mexico,35.0853336,-106.6055534,551961,4210,38,264,998,2910
2011,Arlington,Texas,32.735687,-97.1080656,373128,1874,22,136,540,1176
2011,Atlanta,Georgia,33.7489954,-84.3879824,425533,6097,88,148,2343,3518
2011,Aurora,Colorado,39.7294319,-104.8319195,330740,1460,12,187,507,754
2011,Aurora,Illinois,41.7605849,-88.3200715,330740,1460,12,187,507,754
2011,Austin,Texas,30.267153,-97.7430608,807022,3470,27,211,1106,2126
2011,Baltimore,Maryland,39.2903848,-76.6121893,626848,8886,197,341,3457,4891
2011,Boston,Massachusetts,42.3600825,-71.0588801,621359,5252,63,271,1904,3014
2011,Buffalo,New York,42.8864468,-78.8783689,262484,3250,36,121,1459,1634
2011,Chicago,Illinois,41.8781136,-87.6297982,2703713,28273,431,1459,13975,12408
2011,Cincinnati,Ohio,39.1031182,-84.5120196,297160,3076,61,190,1775,1050
2011,Cleveland,Ohio,41.49932,-81.6943605,397106,5431,74,356,3157,1844
2011,Columbus,Georgia,32.4609764,-84.9877094,787609,5228,87,594,3251,1296
2011,Columbus,Ohio,39.9611755,-82.9987942,787609,5228,87,594,3251,1296
2011,Dallas,Texas,32.7766642,-96.7969879,1223021,8330,133,428,4066,3703
2011,Denver,Colorado,39.7392358,-104.990251,610612,3718,37,396,1143,2142
2011,Detroit,Michigan,42.331427,-83.0457538,713239,15254,344,426,4976,9508
2011,El Paso,Texas,31.7775757,-106.4424559,662780,2858,16,217,464,2161
